meal_1_idx,meal_2_idx,meal_3_idx,meal_4_idx,meal_5_idx,meal_6_idx,meal_7_idx,meal_8_idx,meal_9_idx,meal_10_idx,meal_11_idx,meal_12_idx,meal_13_idx,meal_14_idx,meal_15_idx,meal_16_idx,meal_17_idx,meal_18_idx,meal_19_idx,meal_20_idx,meal_21_idx,meal_22_idx,meal_23_idx,meal_24_idx,meal_25_idx,meal_26_idx,meal_27_idx,meal_28_idx,meal_29_idx,meal_30_idx,meal_31_idx,meal_32_idx,meal_33_idx,meal_34_idx,meal_35_idx,meal_36_idx,meal_37_idx,meal_38_idx,meal_39_idx,meal_40_idx,meal_41_idx,meal_42_idx,meal_43_idx,meal_44_idx,meal_45_idx,meal_46_idx,meal_47_idx,meal_48_idx,meal_49_idx,meal_50_idx,meal_51_idx,meal_52_idx,meal_53_idx,meal_54_idx,meal_55_idx,meal_56_idx,meal_57_idx,meal_58_idx,meal_59_idx,meal_60_idx,meal_61_idx,meal_62_idx
gorengan,nasi telur,nasigoreng,seblak,buah,ayamgeprek,bubur,nasigoreng,mi instan ,bubur,nasigoreng,ayamgeprek,ayamgeprek,bakso,warteg,cireng,salad,roti,nasi telur,mieayam,mieayam,salad,capcay,capcay,nasi_uduk,warteg,bakso,bakso,buah,seblak,nasi_uduk,nasigoreng,bakso,cireng,gorengan,roti,nasi_uduk,gorengan,capcay,capcay,mieayam,capcay,bubur,mieayam,salad,sate,nasi_uduk,buah,soto,ayamgeprek,warteg,ayamgeprek,roti,bubur,buah,nasi telur,roti,mieayam,bubur,mieayam,capcay,capcay
nasi_uduk,ayamgeprek,cireng,soto,sate,soto,bakso,nasi telur,gorengan,roti,warteg,salad,mieayam,nasigoreng,bakso,sate,bakso,buah,roti,sate,ayamgeprek,warteg,capcay,salad,sate,warteg,nasi telur,gorengan,gorengan,nasipadang,nasigoreng,nasi telur,gorengan,warteg,buah,buah,buah,mi instan ,nasigoreng,cireng,mieayam,salad,cireng,mieayam,nasi_uduk,mieayam,bakso,nasi telur,buah,mi instan ,bubur,cireng,salad,capcay,capcay,cireng,cireng,nasi_uduk,seblak,roti,buah,mi instan 
gorengan,soto,nasi_uduk,gorengan,roti,seblak,sate,cireng,mi instan ,mieayam,mi instan ,warteg,buah,gorengan,bakso,mieayam,mieayam,nasigoreng,warteg,warteg,sate,nasi_uduk,bakso,seblak,ayamgeprek,nasipadang,nasipadang,mieayam,sate,warteg,nasipadang,buah,sate,nasi_uduk,roti,sate,salad,seblak,soto,roti,gorengan,seblak,mi instan ,gorengan,mi instan ,bakso,nasi_uduk,nasipadang,nasigoreng,nasipadang,nasigoreng,nasi telur,gorengan,bakso,nasipadang,bubur,bakso,cireng,capcay,nasi telur,sate,nasi telur
gorengan,mieayam,bakso,nasipadang,ayamgeprek,bakso,capcay,nasipadang,buah,bakso,gorengan,mieayam,gorengan,nasi telur,roti,bakso,cireng,roti,mieayam,warteg,roti,mieayam,sate,nasigoreng,buah,salad,soto,bakso,mieayam,bubur,nasipadang,roti,mi instan ,mi instan ,buah,nasi_uduk,warteg,capcay,gorengan,nasi_uduk,nasi_uduk,ayamgeprek,bakso,cireng,capcay,nasi_uduk,soto,bakso,nasigoreng,warteg,mieayam,soto,bubur,gorengan,warteg,nasigoreng,buah,nasi telur,soto,soto,warteg,seblak
nasi telur,soto,bakso,nasi telur,ayamgeprek,mi instan ,ayamgeprek,ayamgeprek,mieayam,nasipadang,soto,warteg,bakso,seblak,sate,sate,nasipadang,capcay,mi instan ,cireng,nasigoreng,capcay,cireng,seblak,mieayam,sate,bakso,nasigoreng,buah,nasipadang,buah,roti,salad,seblak,bubur,seblak,gorengan,cireng,salad,ayamgeprek,sate,salad,nasi_uduk,cireng,warteg,seblak,bubur,mieayam,buah,soto,capcay,sate,capcay,seblak,soto,sate,bubur,sate,seblak,warteg,bakso,sate
gorengan,gorengan,cireng,mieayam,mieayam,nasigoreng,bubur,soto,capcay,cireng,soto,nasi_uduk,ayamgeprek,bubur,mi instan ,nasi_uduk,warteg,mi instan ,ayamgeprek,roti,bubur,bubur,nasi telur,warteg,nasipadang,seblak,bakso,mi instan ,bakso,roti,mieayam,salad,cireng,bakso,nasigoreng,mieayam,nasipadang,cireng,cireng,nasigoreng,cireng,seblak,gorengan,salad,sate,soto,sate,capcay,sate,soto,bakso,roti,nasipadang,bakso,salad,nasigoreng,sate,bakso,cireng,nasigoreng,bakso,buah
capcay,gorengan,nasipadang,capcay,ayamgeprek,nasigoreng,cireng,bakso,ayamgeprek,nasi telur,mi instan ,nasipadang,salad,capcay,nasi telur,nasigoreng,buah,nasipadang,capcay,mi instan ,bakso,bubur,mi instan ,bubur,seblak,capcay,bubur,gorengan,roti,capcay,sate,roti,mi instan ,ayamgeprek,mieayam,nasi_uduk,bubur,nasi telur,soto,buah,nasigoreng,nasi telur,warteg,nasipadang,nasigoreng,bakso,bubur,sate,mi instan ,gorengan,soto,cireng,nasi telur,nasi telur,capcay,ayamgeprek,ayamgeprek,ayamgeprek,ayamgeprek,bubur,gorengan,nasipadang
warteg,roti,soto,bakso,soto,cireng,nasipadang,seblak,mi instan ,nasipadang,nasipadang,mi instan ,nasi_uduk,seblak,gorengan,bakso,nasigoreng,buah,mi instan ,sate,nasipadang,bubur,nasigoreng,nasigoreng,nasigoreng,capcay,mieayam,salad,capcay,seblak,salad,seblak,gorengan,nasi telur,cireng,mieayam,sate,nasi telur,warteg,seblak,gorengan,gorengan,ayamgeprek,bakso,roti,nasi telur,ayamgeprek,mieayam,salad,mieayam,bubur,bakso,seblak,gorengan,cireng,capcay,salad,capcay,bubur,mi instan ,roti,ayamgeprek
mieayam,gorengan,nasi_uduk,buah,cireng,bubur,warteg,warteg,nasipadang,warteg,capcay,buah,soto,bakso,nasigoreng,mieayam,mi instan ,bubur,mi instan ,soto,salad,salad,salad,gorengan,warteg,roti,warteg,roti,ayamgeprek,nasi telur,roti,salad,gorengan,mieayam,bakso,seblak,mieayam,soto,nasi_uduk,mieayam,salad,bakso,nasigoreng,bubur,bakso,mieayam,seblak,mi instan ,nasi telur,warteg,nasi_uduk,soto,capcay,gorengan,sate,nasi telur,gorengan,gorengan,ayamgeprek,roti,soto,salad
capcay,warteg,capcay,roti,roti,bakso,nasi_uduk,mi instan ,nasipadang,salad,nasigoreng,nasigoreng,roti,mieayam,nasigoreng,warteg,gorengan,bakso,mieayam,salad,mieayam,bakso,mieayam,roti,soto,buah,mi instan ,warteg,mieayam,mieayam,cireng,seblak,soto,seblak,mieayam,nasi_uduk,ayamgeprek,sate,salad,cireng,capcay,soto,ayamgeprek,ayamgeprek,bubur,sate,buah,bakso,warteg,soto,roti,soto,salad,salad,cireng,gorengan,buah,roti,warteg,bubur,nasigoreng,buah
bakso,cireng,gorengan,roti,roti,salad,sate,bubur,mi instan ,roti,salad,mieayam,cireng,bakso,nasi telur,bubur,roti,capcay,mieayam,bakso,gorengan,nasi telur,bakso,sate,bubur,bakso,seblak,bubur,bakso,gorengan,sate,buah,buah,soto,nasi telur,buah,nasipadang,mieayam,ayamgeprek,buah,nasigoreng,warteg,nasi_uduk,ayamgeprek,mi instan ,buah,bakso,nasi_uduk,soto,bubur,roti,buah,warteg,bubur,bakso,salad,nasipadang,bakso,nasigoreng,mieayam,nasi telur,seblak
nasigoreng,salad,bakso,nasigoreng,roti,buah,cireng,ayamgeprek,mieayam,ayamgeprek,nasi_uduk,mi instan ,bakso,buah,soto,nasipadang,ayamgeprek,warteg,cireng,nasi_uduk,gorengan,roti,sate,nasipadang,nasi_uduk,seblak,warteg,salad,bubur,cireng,warteg,roti,nasigoreng,capcay,gorengan,gorengan,soto,nasipadang,capcay,nasipadang,mieayam,nasipadang,bakso,nasigoreng,mieayam,nasi_uduk,soto,mi instan ,roti,nasigoreng,capcay,nasi_uduk,mieayam,bakso,seblak,salad,soto,mieayam,roti,nasi telur,nasi_uduk,soto
sate,mi instan ,nasipadang,roti,bubur,sate,sate,buah,salad,bakso,roti,gorengan,nasi_uduk,seblak,bakso,capcay,roti,buah,gorengan,nasipadang,salad,soto,sate,bubur,nasigoreng,roti,warteg,salad,mi instan ,nasipadang,salad,warteg,sate,mieayam,mi instan ,warteg,nasigoreng,warteg,salad,gorengan,mi instan ,nasipadang,nasi_uduk,warteg,roti,buah,gorengan,sate,cireng,seblak,nasipadang,roti,roti,ayamgeprek,roti,nasigoreng,capcay,nasigoreng,cireng,capcay,salad,nasigoreng
mieayam,capcay,mieayam,nasigoreng,sate,salad,warteg,cireng,soto,nasi_uduk,roti,mi instan ,soto,mieayam,ayamgeprek,seblak,bakso,salad,cireng,nasipadang,warteg,roti,nasipadang,buah,mi instan ,nasi_uduk,bubur,salad,nasi telur,mieayam,gorengan,roti,roti,seblak,seblak,mi instan ,nasi telur,gorengan,roti,cireng,seblak,warteg,roti,bubur,bubur,gorengan,warteg,mi instan ,buah,ayamgeprek,seblak,buah,capcay,mi instan ,salad,capcay,ayamgeprek,nasipadang,gorengan,soto,cireng,soto
nasi telur,capcay,seblak,seblak,nasipadang,sate,sate,nasipadang,nasi telur,warteg,bubur,nasipadang,warteg,mieayam,capcay,cireng,capcay,ayamgeprek,bakso,mieayam,sate,warteg,bakso,seblak,nasipadang,buah,nasigoreng,bakso,mi instan ,capcay,mi instan ,salad,mi instan ,nasipadang,ayamgeprek,nasi telur,gorengan,capcay,mi instan ,soto,nasi_uduk,buah,nasi telur,nasigoreng,warteg,roti,cireng,mi instan ,sate,capcay,nasipadang,nasipadang,nasi telur,buah,nasipadang,gorengan,seblak,seblak,nasigoreng,buah,nasipadang,nasi telur
mieayam,nasipadang,nasi telur,seblak,nasipadang,soto,salad,bubur,cireng,gorengan,mieayam,nasi_uduk,bakso,cireng,capcay,gorengan,ayamgeprek,ayamgeprek,mi instan ,warteg,capcay,mi instan ,cireng,capcay,warteg,ayamgeprek,nasigoreng,ayamgeprek,sate,bakso,nasipadang,gorengan,nasigoreng,nasigoreng,salad,sate,buah,seblak,seblak,warteg,buah,mi instan ,bakso,nasi telur,mieayam,mieayam,salad,salad,capcay,roti,nasigoreng,bubur,nasi telur,cireng,buah,nasigoreng,nasi_uduk,nasi_uduk,bakso,soto,buah,nasigoreng
sate,nasipadang,warteg,roti,mieayam,nasi telur,gorengan,bubur,ayamgeprek,bubur,bubur,sate,bubur,buah,nasi telur,soto,ayamgeprek,gorengan,seblak,nasigoreng,nasi_uduk,cireng,nasigoreng,roti,buah,bakso,salad,seblak,soto,mieayam,nasipadang,nasi_uduk,ayamgeprek,nasigoreng,cireng,sate,nasipadang,salad,bubur,capcay,nasipadang,mieayam,nasi telur,sate,nasi telur,buah,soto,sate,gorengan,roti,ayamgeprek,gorengan,bakso,seblak,nasi telur,capcay,mi instan ,gorengan,bubur,buah,bubur,nasigoreng
mi instan ,bakso,nasigoreng,capcay,ayamgeprek,soto,nasi_uduk,bakso,gorengan,buah,roti,buah,sate,nasigoreng,bubur,bakso,warteg,nasi telur,capcay,ayamgeprek,ayamgeprek,bakso,capcay,mieayam,cireng,nasigoreng,bubur,salad,mi instan ,nasi_uduk,mi instan ,bubur,roti,ayamgeprek,nasi telur,gorengan,warteg,bakso,bakso,mi instan ,soto,nasi telur,bubur,roti,mieayam,bubur,nasi_uduk,sate,bakso,cireng,roti,nasi_uduk,cireng,nasipadang,mi instan ,nasipadang,buah,warteg,salad,sate,ayamgeprek,cireng
nasipadang,gorengan,nasipadang,salad,bakso,cireng,nasi_uduk,mi instan ,nasigoreng,bakso,seblak,gorengan,ayamgeprek,capcay,seblak,nasigoreng,buah,capcay,mi instan ,nasi_uduk,nasi_uduk,nasipadang,bubur,cireng,sate,ayamgeprek,seblak,bakso,warteg,ayamgeprek,ayamgeprek,capcay,roti,buah,nasi telur,capcay,bubur,warteg,seblak,ayamgeprek,buah,mi instan ,bakso,mieayam,nasi telur,bakso,nasigoreng,roti,buah,capcay,sate,mi instan ,salad,cireng,roti,roti,bakso,mieayam,seblak,cireng,cireng,mieayam
nasigoreng,bakso,nasi telur,seblak,salad,mieayam,warteg,nasi_uduk,ayamgeprek,buah,cireng,mieayam,salad,capcay,mi instan ,nasi telur,mieayam,nasigoreng,warteg,nasi_uduk,capcay,cireng,mieayam,nasigoreng,nasi_uduk,seblak,sate,nasi telur,salad,roti,ayamgeprek,mi instan ,bakso,salad,mi instan ,warteg,bubur,buah,nasigoreng,bubur,ayamgeprek,nasipadang,buah,mieayam,nasi telur,gorengan,bubur,bubur,nasipadang,cireng,cireng,cireng,soto,gorengan,nasigoreng,nasigoreng,sate,mieayam,gorengan,sate,sate,sate
gorengan,ayamgeprek,buah,mieayam,ayamgeprek,ayamgeprek,cireng,nasipadang,gorengan,warteg,cireng,sate,mi instan ,mi instan ,soto,ayamgeprek,seblak,bubur,warteg,seblak,salad,bakso,nasipadang,roti,bubur,nasi_uduk,nasi_uduk,cireng,roti,capcay,warteg,mi instan ,gorengan,roti,gorengan,ayamgeprek,bakso,mi instan ,cireng,ayamgeprek,cireng,seblak,nasipadang,seblak,nasipadang,salad,seblak,salad,seblak,bakso,gorengan,nasigoreng,mi instan ,cireng,sate,cireng,mi instan ,sate,seblak,nasipadang,bubur,bubur
buah,salad,bakso,nasi_uduk,cireng,cireng,salad,nasi telur,mieayam,nasigoreng,bakso,ayamgeprek,salad,warteg,buah,sate,salad,sate,warteg,roti,roti,salad,bakso,nasi telur,mieayam,capcay,bakso,soto,salad,bubur,ayamgeprek,warteg,soto,nasigoreng,salad,soto,mi instan ,buah,nasigoreng,ayamgeprek,soto,seblak,soto,nasigoreng,nasi telur,ayamgeprek,nasigoreng,seblak,mi instan ,gorengan,bakso,capcay,bubur,nasi_uduk,roti,bubur,roti,seblak,nasi_uduk,seblak,nasi_uduk,buah
sate,seblak,nasigoreng,buah,warteg,nasi telur,sate,capcay,bubur,gorengan,cireng,warteg,soto,nasi_uduk,sate,cireng,sate,warteg,capcay,salad,cireng,bubur,buah,nasipadang,warteg,nasigoreng,gorengan,capcay,cireng,nasigoreng,ayamgeprek,cireng,bakso,bubur,bakso,roti,warteg,mi instan ,capcay,ayamgeprek,seblak,sate,seblak,capcay,soto,bakso,bakso,bubur,cireng,soto,bakso,gorengan,salad,nasigoreng,roti,warteg,gorengan,bubur,warteg,gorengan,mi instan ,warteg
mieayam,ayamgeprek,ayamgeprek,nasigoreng,buah,bubur,ayamgeprek,nasigoreng,cireng,nasigoreng,buah,nasipadang,capcay,cireng,mi instan ,warteg,soto,buah,ayamgeprek,salad,roti,buah,seblak,bubur,buah,nasipadang,nasipadang,seblak,mieayam,sate,capcay,soto,cireng,gorengan,roti,capcay,sate,nasi_uduk,sate,nasipadang,buah,buah,seblak,buah,soto,nasipadang,ayamgeprek,gorengan,bubur,cireng,cireng,salad,capcay,nasigoreng,nasi telur,sate,capcay,sate,nasigoreng,nasi telur,roti,gorengan
gorengan,nasipadang,buah,mi instan ,buah,soto,nasi_uduk,nasigoreng,sate,bakso,buah,sate,mieayam,bakso,mieayam,nasi telur,soto,warteg,nasipadang,bakso,seblak,nasigoreng,roti,capcay,buah,mieayam,mieayam,nasi_uduk,mi instan ,seblak,capcay,bubur,warteg,nasipadang,cireng,salad,nasi telur,ayamgeprek,ayamgeprek,warteg,nasigoreng,gorengan,nasigoreng,salad,gorengan,buah,bakso,roti,nasigoreng,sate,salad,nasipadang,nasipadang,roti,mieayam,nasi_uduk,bubur,warteg,seblak,roti,gorengan,mieayam
nasi_uduk,mieayam,bubur,salad,nasi telur,nasigoreng,salad,roti,gorengan,nasi telur,nasigoreng,mieayam,nasigoreng,salad,buah,salad,mieayam,mi instan ,seblak,salad,mieayam,gorengan,roti,mieayam,salad,bubur,capcay,nasipadang,bubur,nasi_uduk,gorengan,sate,bubur,nasi_uduk,gorengan,capcay,soto,cireng,nasipadang,bakso,nasipadang,cireng,buah,gorengan,roti,warteg,bubur,nasi_uduk,nasipadang,nasigoreng,cireng,cireng,nasigoreng,mieayam,capcay,mieayam,roti,buah,sate,seblak,cireng,salad
bubur,cireng,mieayam,salad,bakso,roti,nasi_uduk,nasi_uduk,mi instan ,roti,cireng,soto,mi instan ,buah,salad,roti,sate,warteg,mi instan ,nasipadang,cireng,buah,bakso,bakso,nasigoreng,soto,gorengan,bakso,cireng,nasi telur,capcay,soto,cireng,sate,mi instan ,nasi_uduk,nasipadang,capcay,mi instan ,soto,ayamgeprek,capcay,gorengan,cireng,mieayam,mieayam,bubur,nasipadang,gorengan,capcay,capcay,ayamgeprek,nasipadang,nasipadang,mi instan ,roti,salad,nasipadang,bakso,nasi_uduk,cireng,sate
sate,salad,nasi telur,warteg,nasi telur,roti,salad,capcay,mi instan ,seblak,nasi telur,gorengan,bakso,mi instan ,bubur,nasigoreng,salad,mieayam,nasipadang,capcay,nasigoreng,bubur,mi instan ,capcay,soto,ayamgeprek,nasipadang,bakso,seblak,buah,nasipadang,nasigoreng,capcay,cireng,cireng,cireng,bakso,gorengan,soto,bakso,nasipadang,nasi_uduk,bakso,mieayam,bakso,warteg,seblak,sate,nasi_uduk,salad,sate,nasipadang,buah,nasi_uduk,seblak,seblak,buah,nasi_uduk,buah,nasi telur,ayamgeprek,warteg
sate,cireng,mi instan ,sate,nasigoreng,gorengan,roti,buah,mieayam,nasigoreng,nasi telur,bubur,cireng,warteg,nasi_uduk,nasigoreng,mi instan ,warteg,capcay,bubur,buah,nasi_uduk,bakso,buah,capcay,mi instan ,soto,capcay,sate,warteg,gorengan,cireng,bakso,gorengan,nasi telur,bubur,nasipadang,nasigoreng,bakso,nasi telur,bubur,bubur,buah,soto,soto,ayamgeprek,roti,bubur,ayamgeprek,mi instan ,soto,seblak,roti,bubur,capcay,mi instan ,salad,nasigoreng,soto,seblak,mieayam,mi instan 
seblak,capcay,nasi telur,nasigoreng,nasi_uduk,nasi telur,bakso,roti,bubur,bubur,buah,bakso,seblak,roti,capcay,capcay,nasipadang,salad,ayamgeprek,gorengan,mieayam,warteg,seblak,roti,buah,nasipadang,gorengan,sate,nasigoreng,roti,mieayam,roti,cireng,soto,roti,mi instan ,bubur,buah,gorengan,nasigoreng,warteg,seblak,warteg,bakso,nasigoreng,cireng,buah,roti,nasigoreng,salad,mi instan ,nasi_uduk,warteg,gorengan,salad,nasi telur,mi instan ,gorengan,bubur,nasi_uduk,gorengan,cireng
sate,sate,soto,gorengan,buah,sate,buah,nasi telur,salad,soto,bubur,soto,mi instan ,sate,ayamgeprek,nasipadang,roti,warteg,mieayam,bubur,buah,soto,buah,mieayam,soto,nasigoreng,mi instan ,roti,cireng,salad,nasigoreng,mi instan ,mi instan ,capcay,roti,bubur,gorengan,nasi_uduk,seblak,cireng,mi instan ,bubur,capcay,roti,mieayam,mi instan ,warteg,salad,sate,nasi_uduk,nasi telur,capcay,gorengan,mieayam,nasi_uduk,cireng,bubur,nasi telur,sate,salad,nasi telur,mieayam
mieayam,mi instan ,gorengan,cireng,mieayam,ayamgeprek,ayamgeprek,buah,buah,gorengan,bubur,bubur,nasipadang,roti,mieayam,soto,warteg,salad,salad,warteg,soto,sate,gorengan,ayamgeprek,cireng,bubur,salad,cireng,nasigoreng,cireng,ayamgeprek,nasi_uduk,mieayam,salad,warteg,warteg,capcay,salad,mi instan ,mieayam,salad,seblak,bubur,bubur,gorengan,buah,warteg,sate,capcay,seblak,soto,mi instan ,soto,sate,capcay,roti,ayamgeprek,cireng,roti,buah,nasi_uduk,warteg
mi instan ,nasipadang,sate,cireng,warteg,buah,cireng,roti,mi instan ,ayamgeprek,buah,ayamgeprek,capcay,mi instan ,nasigoreng,nasi_uduk,nasipadang,nasi telur,warteg,sate,gorengan,mi instan ,cireng,warteg,nasipadang,bakso,seblak,capcay,soto,bubur,nasi_uduk,gorengan,salad,salad,nasigoreng,ayamgeprek,cireng,warteg,nasi_uduk,sate,bubur,nasi_uduk,cireng,salad,nasi_uduk,cireng,nasi_uduk,nasi_uduk,mi instan ,gorengan,salad,cireng,nasi_uduk,roti,nasi_uduk,cireng,bubur,nasi telur,sate,bakso,roti,ayamgeprek
seblak,sate,gorengan,nasi_uduk,nasi_uduk,buah,nasi_uduk,nasigoreng,warteg,bakso,mieayam,sate,nasigoreng,warteg,mi instan ,ayamgeprek,mi instan ,capcay,nasipadang,bubur,seblak,buah,salad,roti,salad,nasi_uduk,mi instan ,mieayam,sate,bubur,bakso,mieayam,nasigoreng,nasipadang,cireng,nasi_uduk,nasi telur,mi instan ,warteg,buah,warteg,bubur,mieayam,nasi telur,sate,bubur,bubur,bubur,nasipadang,mi instan ,nasi telur,warteg,gorengan,nasipadang,capcay,seblak,salad,ayamgeprek,salad,gorengan,bubur,gorengan
bakso,sate,mi instan ,cireng,cireng,warteg,nasi telur,ayamgeprek,salad,nasigoreng,cireng,warteg,warteg,nasigoreng,nasi_uduk,roti,bakso,buah,capcay,cireng,sate,buah,nasipadang,nasi_uduk,seblak,roti,ayamgeprek,roti,buah,bakso,warteg,nasipadang,roti,seblak,nasigoreng,nasi_uduk,soto,bubur,roti,nasipadang,mieayam,capcay,bubur,soto,gorengan,mieayam,nasi_uduk,ayamgeprek,ayamgeprek,bakso,bakso,salad,mi instan ,seblak,ayamgeprek,capcay,nasi_uduk,salad,bubur,seblak,salad,seblak
soto,nasi telur,buah,mieayam,bubur,soto,nasigoreng,salad,sate,salad,bakso,nasi_uduk,capcay,mi instan ,seblak,soto,ayamgeprek,bakso,mi instan ,cireng,mi instan ,buah,capcay,nasi_uduk,cireng,mi instan ,ayamgeprek,soto,seblak,capcay,warteg,mi instan ,roti,bakso,bubur,mieayam,ayamgeprek,soto,ayamgeprek,seblak,nasigoreng,buah,nasigoreng,seblak,warteg,salad,ayamgeprek,nasigoreng,salad,bubur,bakso,soto,mi instan ,nasi telur,mieayam,salad,gorengan,capcay,cireng,bakso,sate,gorengan
sate,nasipadang,nasi telur,seblak,sate,mieayam,soto,warteg,ayamgeprek,nasipadang,mieayam,bubur,roti,nasigoreng,ayamgeprek,sate,nasi_uduk,warteg,bakso,salad,bakso,salad,warteg,gorengan,bakso,salad,seblak,gorengan,nasigoreng,mieayam,ayamgeprek,ayamgeprek,nasigoreng,soto,mi instan ,gorengan,soto,nasi_uduk,capcay,warteg,gorengan,nasipadang,ayamgeprek,bakso,nasi telur,gorengan,buah,capcay,ayamgeprek,roti,cireng,seblak,seblak,gorengan,warteg,seblak,nasipadang,mi instan ,warteg,soto,warteg,roti
mieayam,buah,soto,soto,seblak,sate,soto,roti,buah,warteg,seblak,salad,gorengan,bakso,seblak,nasipadang,sate,gorengan,bubur,mieayam,nasigoreng,soto,nasi telur,mieayam,buah,nasi_uduk,mi instan ,seblak,roti,salad,bubur,nasi_uduk,bakso,seblak,gorengan,soto,nasi telur,bakso,nasigoreng,nasipadang,warteg,roti,mieayam,capcay,roti,roti,mieayam,roti,ayamgeprek,gorengan,nasigoreng,bubur,bubur,buah,seblak,seblak,capcay,cireng,ayamgeprek,salad,salad,warteg
gorengan,mi instan ,sate,cireng,salad,ayamgeprek,nasipadang,roti,capcay,capcay,sate,bakso,capcay,soto,salad,mi instan ,seblak,capcay,sate,seblak,sate,bubur,seblak,nasi telur,bakso,bubur,seblak,warteg,mi instan ,soto,nasi_uduk,nasigoreng,seblak,salad,gorengan,bubur,warteg,ayamgeprek,nasigoreng,seblak,warteg,sate,mieayam,gorengan,nasipadang,roti,ayamgeprek,mieayam,soto,buah,soto,soto,bubur,soto,ayamgeprek,sate,mi instan ,mieayam,salad,warteg,cireng,nasi telur
nasipadang,nasipadang,soto,bubur,ayamgeprek,ayamgeprek,nasi_uduk,mieayam,gorengan,warteg,seblak,salad,nasipadang,nasipadang,soto,sate,ayamgeprek,gorengan,nasi_uduk,ayamgeprek,mi instan ,ayamgeprek,warteg,mi instan ,seblak,capcay,nasigoreng,bakso,nasipadang,bakso,bubur,mieayam,nasigoreng,mieayam,warteg,roti,nasi telur,salad,sate,nasigoreng,gorengan,nasi telur,nasi_uduk,mi instan ,warteg,soto,seblak,bakso,bubur,mieayam,mieayam,roti,nasi telur,gorengan,seblak,bakso,bakso,salad,bubur,mi instan ,seblak,nasipadang
nasigoreng,nasi telur,nasigoreng,mieayam,warteg,roti,bubur,capcay,nasi telur,bakso,capcay,nasi telur,soto,mi instan ,capcay,soto,warteg,bubur,nasi_uduk,mi instan ,capcay,capcay,bubur,nasigoreng,cireng,mi instan ,bakso,mi instan ,bakso,seblak,nasigoreng,seblak,sate,seblak,roti,nasi telur,nasipadang,buah,warteg,mi instan ,capcay,soto,cireng,bubur,bubur,mi instan ,nasigoreng,mieayam,mi instan ,capcay,roti,buah,bakso,buah,mieayam,nasigoreng,nasi_uduk,warteg,salad,bakso,gorengan,mi instan 
nasi_uduk,ayamgeprek,buah,mi instan ,bakso,roti,gorengan,bubur,nasipadang,nasi_uduk,ayamgeprek,roti,seblak,seblak,sate,gorengan,nasi_uduk,roti,nasi telur,buah,nasi telur,sate,bakso,nasi telur,mi instan ,bakso,nasi_uduk,sate,nasi_uduk,seblak,buah,salad,ayamgeprek,nasi_uduk,soto,bubur,ayamgeprek,salad,buah,mi instan ,roti,bakso,bubur,ayamgeprek,nasi telur,bakso,nasigoreng,mi instan ,sate,sate,sate,ayamgeprek,soto,ayamgeprek,mi instan ,cireng,warteg,mi instan ,ayamgeprek,cireng,bubur,bubur
sate,nasi_uduk,cireng,soto,gorengan,warteg,mieayam,nasigoreng,capcay,sate,sate,nasi_uduk,mi instan ,gorengan,bubur,nasigoreng,seblak,cireng,sate,bakso,bakso,nasi telur,soto,nasi_uduk,soto,ayamgeprek,seblak,salad,nasi_uduk,bakso,nasi_uduk,roti,buah,bakso,ayamgeprek,nasipadang,mieayam,warteg,soto,mi instan ,seblak,nasipadang,mieayam,nasipadang,cireng,nasi telur,bakso,roti,buah,mi instan ,capcay,cireng,bakso,buah,sate,buah,buah,nasi telur,capcay,buah,nasipadang,seblak
buah,soto,salad,sate,mi instan ,mieayam,nasi_uduk,mi instan ,bakso,nasigoreng,gorengan,bubur,ayamgeprek,salad,nasi telur,bubur,mieayam,nasi telur,nasi_uduk,roti,bubur,nasigoreng,warteg,gorengan,warteg,warteg,ayamgeprek,gorengan,ayamgeprek,nasipadang,bakso,ayamgeprek,sate,ayamgeprek,capcay,seblak,mieayam,roti,mi instan ,gorengan,mieayam,soto,sate,warteg,bubur,seblak,soto,nasipadang,nasipadang,gorengan,warteg,cireng,warteg,nasigoreng,cireng,cireng,bakso,soto,soto,gorengan,nasigoreng,cireng
salad,bakso,bubur,bakso,salad,nasi_uduk,sate,sate,nasipadang,gorengan,mi instan ,salad,mieayam,mi instan ,buah,bubur,cireng,cireng,mieayam,nasigoreng,seblak,seblak,roti,seblak,seblak,warteg,mieayam,nasipadang,nasi telur,roti,buah,salad,soto,seblak,bubur,seblak,cireng,bakso,nasi_uduk,soto,ayamgeprek,sate,buah,cireng,warteg,roti,cireng,warteg,warteg,buah,nasi_uduk,seblak,sate,seblak,salad,buah,bakso,nasigoreng,buah,ayamgeprek,nasipadang,mieayam
nasipadang,ayamgeprek,mieayam,buah,mi instan ,sate,buah,mieayam,ayamgeprek,bubur,capcay,roti,mi instan ,capcay,warteg,sate,bakso,warteg,nasi_uduk,nasipadang,seblak,nasi_uduk,nasi_uduk,bubur,nasi_uduk,roti,gorengan,nasi telur,roti,nasi telur,salad,sate,cireng,bubur,nasi_uduk,mi instan ,roti,nasi_uduk,buah,capcay,cireng,roti,buah,nasi telur,warteg,ayamgeprek,bubur,bakso,seblak,roti,mi instan ,seblak,nasi_uduk,bakso,ayamgeprek,sate,salad,capcay,roti,salad,bubur,bubur
